episode_id,episode_dir,jsonl_path,object_type,force_level,label,trial_number,contact_start_sec,evaluation_time_sec,phase,phase_confidence,left_force_outlier_ratio,right_force_outlier_ratio,grasp_start_sec,grasp_end_sec,fallback_evaluation_sec,quality_flag,error_detail,review_status
episode_20260723T025652_142186Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/09/episodes/episode_20260723T025652_142186Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/09/episodes/episode_20260723T025652_142186Z_000001/synced_data.jsonl,chips_can,medium,fine,09,3.8090643882751465,5.075683116912842,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T025713_552925Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/10/episodes/episode_20260723T025713_552925Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/10/episodes/episode_20260723T025713_552925Z_000001/synced_data.jsonl,chips_can,medium,fine,10,3.6489946842193604,4.449829339981079,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T025736_059192Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/11/episodes/episode_20260723T025736_059192Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/11/episodes/episode_20260723T025736_059192Z_000001/synced_data.jsonl,chips_can,medium,fine,11,3.5357799530029297,4.351861000061035,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T025755_938009Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/12/episodes/episode_20260723T025755_938009Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/12/episodes/episode_20260723T025755_938009Z_000001/synced_data.jsonl,chips_can,medium,fine,12,3.4892401695251465,4.290295362472534,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T025823_086190Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/13/episodes/episode_20260723T025823_086190Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/13/episodes/episode_20260723T025823_086190Z_000001/synced_data.jsonl,chips_can,medium,fine,13,3.6655967235565186,4.466685771942139,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T025956_994693Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/14/episodes/episode_20260723T025956_994693Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/14/episodes/episode_20260723T025956_994693Z_000001/synced_data.jsonl,chips_can,medium,fine,14,3.7274363040924072,6.624898910522461,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T030019_247621Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/15/episodes/episode_20260723T030019_247621Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/15/episodes/episode_20260723T030019_247621Z_000001/synced_data.jsonl,chips_can,medium,fine,15,3.7943155765533447,5.184397459030151,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T030040_122175Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/16/episodes/episode_20260723T030040_122175Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/16/episodes/episode_20260723T030040_122175Z_000001/synced_data.jsonl,chips_can,medium,fine,16,3.0574564933776855,3.8585450649261475,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T030102_104607Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/17/episodes/episode_20260723T030102_104607Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/17/episodes/episode_20260723T030102_104607Z_000001/synced_data.jsonl,chips_can,medium,fine,17,5.041256666183472,5.858128786087036,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T030121_288768Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/18/episodes/episode_20260723T030121_288768Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/18/episodes/episode_20260723T030121_288768Z_000001/synced_data.jsonl,chips_can,medium,fine,18,3.664294481277466,4.464770317077637,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T030141_187478Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/19/episodes/episode_20260723T030141_187478Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/19/episodes/episode_20260723T030141_187478Z_000001/synced_data.jsonl,chips_can,medium,fine,19,3.825425148010254,6.387233018875122,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260723T030202_038338Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/20/episodes/episode_20260723T030202_038338Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/20/episodes/episode_20260723T030202_038338Z_000001/synced_data.jsonl,chips_can,medium,fine,20,3.615844964981079,4.4305830001831055,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062000_252106Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/01/episodes/episode_20260722T062000_252106Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/01/episodes/episode_20260722T062000_252106Z_000001/synced_data.jsonl,foam_brick,high,too_high,01,3.0894365310668945,6.402750253677368,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062053_730750Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/02/episodes/episode_20260722T062053_730750Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/02/episodes/episode_20260722T062053_730750Z_000001/synced_data.jsonl,foam_brick,high,too_high,02,3.633835792541504,6.482348203659058,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062116_684729Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/03/episodes/episode_20260722T062116_684729Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/03/episodes/episode_20260722T062116_684729Z_000001/synced_data.jsonl,foam_brick,high,too_high,03,3.5834386348724365,5.087713956832886,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062138_074451Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/04/episodes/episode_20260722T062138_074451Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/04/episodes/episode_20260722T062138_074451Z_000001/synced_data.jsonl,foam_brick,high,too_high,04,4.975922107696533,6.914546966552734,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062159_894777Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/05/episodes/episode_20260722T062159_894777Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/05/episodes/episode_20260722T062159_894777Z_000001/synced_data.jsonl,foam_brick,high,too_high,05,3.649444580078125,4.449444580078125,contact_unsettled_fallback,0.5,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062223_632304Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/06/episodes/episode_20260722T062223_632304Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/06/episodes/episode_20260722T062223_632304Z_000001/synced_data.jsonl,foam_brick,high,too_high,06,3.6660995483398438,6.4351584911346436,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062326_376977Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/07/episodes/episode_20260722T062326_376977Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/07/episodes/episode_20260722T062326_376977Z_000001/synced_data.jsonl,foam_brick,high,too_high,07,3.7288291454315186,5.697582483291626,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062351_996051Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/08/episodes/episode_20260722T062351_996051Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/08/episodes/episode_20260722T062351_996051Z_000001/synced_data.jsonl,foam_brick,high,too_high,08,3.5225133895874023,6.8196961879730225,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062413_308259Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/09/episodes/episode_20260722T062413_308259Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/09/episodes/episode_20260722T062413_308259Z_000001/synced_data.jsonl,foam_brick,high,too_high,09,4.370069742202759,6.721712350845337,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062436_379226Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/10/episodes/episode_20260722T062436_379226Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/10/episodes/episode_20260722T062436_379226Z_000001/synced_data.jsonl,foam_brick,high,too_high,10,3.5701091289520264,5.104297161102295,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062459_203563Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/11/episodes/episode_20260722T062459_203563Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/11/episodes/episode_20260722T062459_203563Z_000001/synced_data.jsonl,foam_brick,high,too_high,11,4.001962661743164,5.106253385543823,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062523_857175Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/12/episodes/episode_20260722T062523_857175Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/12/episodes/episode_20260722T062523_857175Z_000001/synced_data.jsonl,foam_brick,high,too_high,12,3.602461338043213,6.707686901092529,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062543_758428Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/13/episodes/episode_20260722T062543_758428Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/13/episodes/episode_20260722T062543_758428Z_000001/synced_data.jsonl,foam_brick,high,too_high,13,3.9693212509155273,5.29750919342041,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062603_446349Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/14/episodes/episode_20260722T062603_446349Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/14/episodes/episode_20260722T062603_446349Z_000001/synced_data.jsonl,foam_brick,high,too_high,14,3.5368034839630127,4.945265531539917,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062642_585740Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/15/episodes/episode_20260722T062642_585740Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/15/episodes/episode_20260722T062642_585740Z_000001/synced_data.jsonl,foam_brick,high,too_high,15,3.7291650772094727,4.975372552871704,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062809_880550Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/16/episodes/episode_20260722T062809_880550Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/16/episodes/episode_20260722T062809_880550Z_000001/synced_data.jsonl,foam_brick,high,too_high,16,3.79384183883667,5.202407121658325,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062831_417138Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/17/episodes/episode_20260722T062831_417138Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/17/episodes/episode_20260722T062831_417138Z_000001/synced_data.jsonl,foam_brick,high,too_high,17,4.320703506469727,5.120703506469726,contact_unsettled_fallback,0.5,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062851_689826Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/18/episodes/episode_20260722T062851_689826Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/18/episodes/episode_20260722T062851_689826Z_000001/synced_data.jsonl,foam_brick,high,too_high,18,3.8576695919036865,5.394366979598999,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T062912_043495Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/19/episodes/episode_20260722T062912_043495Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/19/episodes/episode_20260722T062912_043495Z_000001/synced_data.jsonl,foam_brick,high,too_high,19,3.360107421875,6.257882595062256,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T063047_297684Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/20/episodes/episode_20260722T063047_297684Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/20/episodes/episode_20260722T063047_297684Z_000001/synced_data.jsonl,foam_brick,high,too_high,20,3.5226902961730957,4.339009761810303,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T060601_534948Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/01/episodes/episode_20260722T060601_534948Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/01/episodes/episode_20260722T060601_534948Z_000001/synced_data.jsonl,foam_brick,low,too_low,01,3.903554916381836,5.183746099472046,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T060622_728768Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/02/episodes/episode_20260722T060622_728768Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/02/episodes/episode_20260722T060622_728768Z_000001/synced_data.jsonl,foam_brick,low,too_low,02,4.225207805633545,5.040395021438599,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T060643_427171Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/03/episodes/episode_20260722T060643_427171Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/03/episodes/episode_20260722T060643_427171Z_000001/synced_data.jsonl,foam_brick,low,too_low,03,4.258382558822632,5.0729734897613525,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T060741_069173Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/04/episodes/episode_20260722T060741_069173Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/04/episodes/episode_20260722T060741_069173Z_000001/synced_data.jsonl,foam_brick,low,too_low,04,3.6796071529388428,4.481541395187378,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T060801_688616Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/05/episodes/episode_20260722T060801_688616Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/05/episodes/episode_20260722T060801_688616Z_000001/synced_data.jsonl,foam_brick,low,too_low,05,4.610044240951538,5.410616159439087,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T060822_723302Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/06/episodes/episode_20260722T060822_723302Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/06/episodes/episode_20260722T060822_723302Z_000001/synced_data.jsonl,foam_brick,low,too_low,06,4.032834529876709,5.521321773529053,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T060843_737772Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/07/episodes/episode_20260722T060843_737772Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/07/episodes/episode_20260722T060843_737772Z_000001/synced_data.jsonl,foam_brick,low,too_low,07,3.9206137657165527,4.992244720458984,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T060907_412149Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/08/episodes/episode_20260722T060907_412149Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/08/episodes/episode_20260722T060907_412149Z_000001/synced_data.jsonl,foam_brick,low,too_low,08,3.007423162460327,3.8097169399261475,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T060932_018579Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/09/episodes/episode_20260722T060932_018579Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/09/episodes/episode_20260722T060932_018579Z_000001/synced_data.jsonl,foam_brick,low,too_low,09,3.425983190536499,4.307282209396362,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061031_126776Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/10/episodes/episode_20260722T061031_126776Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/10/episodes/episode_20260722T061031_126776Z_000001/synced_data.jsonl,foam_brick,low,too_low,10,3.7920167446136475,4.946203947067261,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061051_415970Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/11/episodes/episode_20260722T061051_415970Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/11/episodes/episode_20260722T061051_415970Z_000001/synced_data.jsonl,foam_brick,low,too_low,11,3.6331424713134766,5.04046368598938,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061111_915148Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/12/episodes/episode_20260722T061111_915148Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/12/episodes/episode_20260722T061111_915148Z_000001/synced_data.jsonl,foam_brick,low,too_low,12,3.665194034576416,4.801759719848633,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061555_781140Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/13/episodes/episode_20260722T061555_781140Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/13/episodes/episode_20260722T061555_781140Z_000001/synced_data.jsonl,foam_brick,low,too_low,13,3.6020781993865967,4.416315078735352,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061615_169338Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/14/episodes/episode_20260722T061615_169338Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/14/episodes/episode_20260722T061615_169338Z_000001/synced_data.jsonl,foam_brick,low,too_low,14,3.009996175765991,6.113569021224976,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061634_689577Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/15/episodes/episode_20260722T061634_689577Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/15/episodes/episode_20260722T061634_689577Z_000001/synced_data.jsonl,foam_brick,low,too_low,15,3.4427950382232666,5.458494186401367,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061655_001633Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/16/episodes/episode_20260722T061655_001633Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/16/episodes/episode_20260722T061655_001633Z_000001/synced_data.jsonl,foam_brick,low,too_low,16,3.521825075149536,4.992966890335083,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061716_175167Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/17/episodes/episode_20260722T061716_175167Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/17/episodes/episode_20260722T061716_175167Z_000001/synced_data.jsonl,foam_brick,low,too_low,17,3.1848599910736084,4.754013299942017,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061816_201751Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/18/episodes/episode_20260722T061816_201751Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/18/episodes/episode_20260722T061816_201751Z_000001/synced_data.jsonl,foam_brick,low,too_low,18,3.7286410331726074,5.18501615524292,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061836_753713Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/19/episodes/episode_20260722T061836_753713Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/19/episodes/episode_20260722T061836_753713Z_000001/synced_data.jsonl,foam_brick,low,too_low,19,3.4884467124938965,5.104475498199463,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T061916_454821Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/20/episodes/episode_20260722T061916_454821Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/low/20/episodes/episode_20260722T061916_454821Z_000001/synced_data.jsonl,foam_brick,low,too_low,20,3.6499927043914795,5.042708158493042,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T055643_046651Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/01/episodes/episode_20260722T055643_046651Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/01/episodes/episode_20260722T055643_046651Z_000001/synced_data.jsonl,foam_brick,medium,fine,01,3.9522881507873535,5.377838611602783,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T055706_854330Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/02/episodes/episode_20260722T055706_854330Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/02/episodes/episode_20260722T055706_854330Z_000001/synced_data.jsonl,foam_brick,medium,fine,02,3.712610960006714,5.281774997711182,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T055733_149236Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/03/episodes/episode_20260722T055733_149236Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/03/episodes/episode_20260722T055733_149236Z_000001/synced_data.jsonl,foam_brick,medium,fine,03,4.2917139530181885,5.092264652252197,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T055754_949563Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/04/episodes/episode_20260722T055754_949563Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/04/episodes/episode_20260722T055754_949563Z_000001/synced_data.jsonl,foam_brick,medium,fine,04,3.0085790157318115,4.353032112121582,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T055816_340638Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/05/episodes/episode_20260722T055816_340638Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/05/episodes/episode_20260722T055816_340638Z_000001/synced_data.jsonl,foam_brick,medium,fine,05,3.6637227535247803,5.234129905700684,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
episode_20260722T055838_123549Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/06/episodes/episode_20260722T055838_123549Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/medium/06/episodes/episode_20260722T055838_123549Z_000001/synced_data.jsonl,foam_brick,medium,fine,06,3.56964111328125,4.371241092681885,adaptive_settled_contact,0.8,0.0,0.0,3.0,7.0,3.0,ok,,auto_ok
