episode_id,episode_dir,jsonl_path,object_type,force_level,label,trial_number,duration_sec,num_synced_records,left_force_valid_ratio,right_force_valid_ratio,left_gelsight_valid_ratio,right_gelsight_valid_ratio,quality_flag
episode_20260723T031757_843442Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/07/episodes/episode_20260723T031757_843442Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/07/episodes/episode_20260723T031757_843442Z_000001/synced_data.jsonl,chips_can,high,too_high,07,14.951964855194092,778,1.0,1.0,1.0,1.0,ok
episode_20260723T031914_605482Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/08/episodes/episode_20260723T031914_605482Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/08/episodes/episode_20260723T031914_605482Z_000001/synced_data.jsonl,chips_can,high,too_high,08,14.967109680175781,751,1.0,1.0,1.0,1.0,ok
episode_20260723T031936_151303Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/09/episodes/episode_20260723T031936_151303Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/09/episodes/episode_20260723T031936_151303Z_000001/synced_data.jsonl,chips_can,high,too_high,09,14.9191734790802,827,1.0,1.0,1.0,1.0,ok
episode_20260723T031959_027124Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/10/episodes/episode_20260723T031959_027124Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/10/episodes/episode_20260723T031959_027124Z_000001/synced_data.jsonl,chips_can,high,too_high,10,14.934288501739502,839,1.0,1.0,1.0,1.0,ok
episode_20260723T032027_160817Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/11/episodes/episode_20260723T032027_160817Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/11/episodes/episode_20260723T032027_160817Z_000001/synced_data.jsonl,chips_can,high,too_high,11,14.211561918258667,722,1.0,1.0,1.0,1.0,ok
episode_20260723T032048_296724Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/12/episodes/episode_20260723T032048_296724Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/12/episodes/episode_20260723T032048_296724Z_000001/synced_data.jsonl,chips_can,high,too_high,12,14.932274580001831,903,1.0,1.0,1.0,1.0,ok
episode_20260723T032110_209071Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/13/episodes/episode_20260723T032110_209071Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/13/episodes/episode_20260723T032110_209071Z_000001/synced_data.jsonl,chips_can,high,too_high,13,14.949161052703857,664,1.0,1.0,1.0,1.0,ok
episode_20260723T032130_319549Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/14/episodes/episode_20260723T032130_319549Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/14/episodes/episode_20260723T032130_319549Z_000001/synced_data.jsonl,chips_can,high,too_high,14,14.918553590774536,946,1.0,1.0,1.0,1.0,ok
episode_20260723T032152_416327Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/15/episodes/episode_20260723T032152_416327Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/15/episodes/episode_20260723T032152_416327Z_000001/synced_data.jsonl,chips_can,high,too_high,15,14.981625080108643,843,1.0,1.0,1.0,1.0,ok
episode_20260723T032214_798070Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/16/episodes/episode_20260723T032214_798070Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/16/episodes/episode_20260723T032214_798070Z_000001/synced_data.jsonl,chips_can,high,too_high,16,14.964808702468872,788,1.0,1.0,1.0,1.0,ok
episode_20260723T032236_071945Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/17/episodes/episode_20260723T032236_071945Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/17/episodes/episode_20260723T032236_071945Z_000001/synced_data.jsonl,chips_can,high,too_high,17,14.916148900985718,888,1.0,1.0,1.0,1.0,ok
episode_20260723T032256_670794Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/18/episodes/episode_20260723T032256_670794Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/18/episodes/episode_20260723T032256_670794Z_000001/synced_data.jsonl,chips_can,high,too_high,18,14.982306718826294,936,1.0,1.0,1.0,1.0,ok
episode_20260723T032654_022196Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/19/episodes/episode_20260723T032654_022196Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/19/episodes/episode_20260723T032654_022196Z_000001/synced_data.jsonl,chips_can,high,too_high,19,12.229092836380005,682,1.0,1.0,1.0,1.0,ok
episode_20260723T032432_436857Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/20/episodes/episode_20260723T032432_436857Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/high/20/episodes/episode_20260723T032432_436857Z_000001/synced_data.jsonl,chips_can,high,too_high,20,14.933720350265503,700,1.0,1.0,1.0,1.0,ok
episode_20260723T030336_921748Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/01/episodes/episode_20260723T030336_921748Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/01/episodes/episode_20260723T030336_921748Z_000001/synced_data.jsonl,chips_can,low,too_low,01,14.966581344604492,752,1.0,1.0,1.0,1.0,ok
episode_20260723T030400_410319Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/02/episodes/episode_20260723T030400_410319Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/02/episodes/episode_20260723T030400_410319Z_000001/synced_data.jsonl,chips_can,low,too_low,02,14.96519160270691,818,1.0,1.0,1.0,1.0,ok
episode_20260723T030445_309160Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/03/episodes/episode_20260723T030445_309160Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/03/episodes/episode_20260723T030445_309160Z_000001/synced_data.jsonl,chips_can,low,too_low,03,14.966261386871338,740,1.0,1.0,1.0,1.0,ok
episode_20260723T030508_017730Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/04/episodes/episode_20260723T030508_017730Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/04/episodes/episode_20260723T030508_017730Z_000001/synced_data.jsonl,chips_can,low,too_low,04,14.918075561523438,834,1.0,1.0,1.0,1.0,ok
episode_20260723T030533_278884Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/05/episodes/episode_20260723T030533_278884Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/05/episodes/episode_20260723T030533_278884Z_000001/synced_data.jsonl,chips_can,low,too_low,05,14.934024810791016,877,1.0,1.0,1.0,1.0,ok
episode_20260723T030556_524475Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/06/episodes/episode_20260723T030556_524475Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/06/episodes/episode_20260723T030556_524475Z_000001/synced_data.jsonl,chips_can,low,too_low,06,14.97966194152832,856,1.0,1.0,1.0,1.0,ok
episode_20260723T030634_169832Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/07/episodes/episode_20260723T030634_169832Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/07/episodes/episode_20260723T030634_169832Z_000001/synced_data.jsonl,chips_can,low,too_low,07,14.886373519897461,705,1.0,1.0,1.0,1.0,ok
episode_20260723T030657_845033Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/08/episodes/episode_20260723T030657_845033Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/08/episodes/episode_20260723T030657_845033Z_000001/synced_data.jsonl,chips_can,low,too_low,08,14.964011430740356,936,1.0,1.0,1.0,1.0,ok
episode_20260723T030719_313840Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/09/episodes/episode_20260723T030719_313840Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/09/episodes/episode_20260723T030719_313840Z_000001/synced_data.jsonl,chips_can,low,too_low,09,14.949661016464233,819,1.0,1.0,1.0,1.0,ok
episode_20260723T030754_098532Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/10/episodes/episode_20260723T030754_098532Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/10/episodes/episode_20260723T030754_098532Z_000001/synced_data.jsonl,chips_can,low,too_low,10,14.966565608978271,757,1.0,1.0,1.0,1.0,ok
episode_20260723T030816_477088Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/11/episodes/episode_20260723T030816_477088Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/11/episodes/episode_20260723T030816_477088Z_000001/synced_data.jsonl,chips_can,low,too_low,11,14.980018377304077,747,1.0,1.0,1.0,1.0,ok
episode_20260723T030838_952228Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/12/episodes/episode_20260723T030838_952228Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/12/episodes/episode_20260723T030838_952228Z_000001/synced_data.jsonl,chips_can,low,too_low,12,14.950714588165283,792,1.0,1.0,1.0,1.0,ok
episode_20260723T031011_210207Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/13/episodes/episode_20260723T031011_210207Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/13/episodes/episode_20260723T031011_210207Z_000001/synced_data.jsonl,chips_can,low,too_low,13,14.949673414230347,778,1.0,1.0,1.0,1.0,ok
episode_20260723T031030_348365Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/14/episodes/episode_20260723T031030_348365Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/14/episodes/episode_20260723T031030_348365Z_000001/synced_data.jsonl,chips_can,low,too_low,14,14.838836908340454,528,1.0,1.0,1.0,1.0,ok
episode_20260723T031051_323474Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/15/episodes/episode_20260723T031051_323474Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/15/episodes/episode_20260723T031051_323474Z_000001/synced_data.jsonl,chips_can,low,too_low,15,14.98205304145813,918,1.0,1.0,1.0,1.0,ok
episode_20260723T031112_904909Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/16/episodes/episode_20260723T031112_904909Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/16/episodes/episode_20260723T031112_904909Z_000001/synced_data.jsonl,chips_can,low,too_low,16,14.982553958892822,850,1.0,1.0,1.0,1.0,ok
episode_20260723T031132_554096Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/17/episodes/episode_20260723T031132_554096Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/17/episodes/episode_20260723T031132_554096Z_000001/synced_data.jsonl,chips_can,low,too_low,17,14.98267412185669,813,1.0,1.0,1.0,1.0,ok
episode_20260723T031152_797993Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/18/episodes/episode_20260723T031152_797993Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/18/episodes/episode_20260723T031152_797993Z_000001/synced_data.jsonl,chips_can,low,too_low,18,13.443767309188843,849,1.0,1.0,1.0,1.0,ok
episode_20260723T031250_995081Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/19/episodes/episode_20260723T031250_995081Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/19/episodes/episode_20260723T031250_995081Z_000001/synced_data.jsonl,chips_can,low,too_low,19,10.709365844726562,600,1.0,1.0,1.0,1.0,ok
episode_20260723T031311_741388Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/20/episodes/episode_20260723T031311_741388Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/low/20/episodes/episode_20260723T031311_741388Z_000001/synced_data.jsonl,chips_can,low,too_low,20,13.443645238876343,675,1.0,1.0,1.0,1.0,ok
episode_20260723T025323_239349Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/01/episodes/episode_20260723T025323_239349Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/01/episodes/episode_20260723T025323_239349Z_000001/synced_data.jsonl,chips_can,medium,fine,01,14.983232736587524,890,1.0,1.0,1.0,1.0,ok
episode_20260723T025346_329635Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/02/episodes/episode_20260723T025346_329635Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/02/episodes/episode_20260723T025346_329635Z_000001/synced_data.jsonl,chips_can,medium,fine,02,14.965951919555664,910,1.0,1.0,1.0,1.0,ok
episode_20260723T025426_194630Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/03/episodes/episode_20260723T025426_194630Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/03/episodes/episode_20260723T025426_194630Z_000001/synced_data.jsonl,chips_can,medium,fine,03,14.902510166168213,755,1.0,1.0,1.0,1.0,ok
episode_20260723T025447_213575Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/04/episodes/episode_20260723T025447_213575Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/04/episodes/episode_20260723T025447_213575Z_000001/synced_data.jsonl,chips_can,medium,fine,04,13.398175239562988,843,1.0,1.0,1.0,1.0,ok
episode_20260723T025507_030863Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/05/episodes/episode_20260723T025507_030863Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/05/episodes/episode_20260723T025507_030863Z_000001/synced_data.jsonl,chips_can,medium,fine,05,14.969146966934204,613,1.0,1.0,1.0,1.0,ok
episode_20260723T025529_348020Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/06/episodes/episode_20260723T025529_348020Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/06/episodes/episode_20260723T025529_348020Z_000001/synced_data.jsonl,chips_can,medium,fine,06,14.902681589126587,710,1.0,1.0,1.0,1.0,ok
episode_20260723T025548_614094Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/07/episodes/episode_20260723T025548_614094Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/07/episodes/episode_20260723T025548_614094Z_000001/synced_data.jsonl,chips_can,medium,fine,07,14.947726964950562,559,1.0,1.0,1.0,1.0,ok
episode_20260723T025608_676203Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/08/episodes/episode_20260723T025608_676203Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/08/episodes/episode_20260723T025608_676203Z_000001/synced_data.jsonl,chips_can,medium,fine,08,14.94739317893982,861,1.0,1.0,1.0,1.0,ok
episode_20260723T025652_142186Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/09/episodes/episode_20260723T025652_142186Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/09/episodes/episode_20260723T025652_142186Z_000001/synced_data.jsonl,chips_can,medium,fine,09,14.965749502182007,819,1.0,1.0,1.0,1.0,ok
episode_20260723T025713_552925Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/10/episodes/episode_20260723T025713_552925Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/10/episodes/episode_20260723T025713_552925Z_000001/synced_data.jsonl,chips_can,medium,fine,10,14.981680393218994,759,1.0,1.0,1.0,1.0,ok
episode_20260723T025736_059192Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/11/episodes/episode_20260723T025736_059192Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/11/episodes/episode_20260723T025736_059192Z_000001/synced_data.jsonl,chips_can,medium,fine,11,14.885297536849976,818,1.0,1.0,1.0,1.0,ok
episode_20260723T025755_938009Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/12/episodes/episode_20260723T025755_938009Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/12/episodes/episode_20260723T025755_938009Z_000001/synced_data.jsonl,chips_can,medium,fine,12,14.964951515197754,902,1.0,1.0,1.0,1.0,ok
episode_20260723T025823_086190Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/13/episodes/episode_20260723T025823_086190Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/13/episodes/episode_20260723T025823_086190Z_000001/synced_data.jsonl,chips_can,medium,fine,13,14.964895248413086,737,1.0,1.0,1.0,1.0,ok
episode_20260723T025956_994693Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/14/episodes/episode_20260723T025956_994693Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/14/episodes/episode_20260723T025956_994693Z_000001/synced_data.jsonl,chips_can,medium,fine,14,14.979285717010498,831,1.0,1.0,1.0,1.0,ok
episode_20260723T030019_247621Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/15/episodes/episode_20260723T030019_247621Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/15/episodes/episode_20260723T030019_247621Z_000001/synced_data.jsonl,chips_can,medium,fine,15,14.965876579284668,960,1.0,1.0,1.0,1.0,ok
episode_20260723T030040_122175Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/16/episodes/episode_20260723T030040_122175Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/16/episodes/episode_20260723T030040_122175Z_000001/synced_data.jsonl,chips_can,medium,fine,16,14.677186250686646,804,1.0,1.0,1.0,1.0,ok
episode_20260723T030102_104607Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/17/episodes/episode_20260723T030102_104607Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/17/episodes/episode_20260723T030102_104607Z_000001/synced_data.jsonl,chips_can,medium,fine,17,14.933508396148682,798,1.0,1.0,1.0,1.0,ok
episode_20260723T030121_288768Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/18/episodes/episode_20260723T030121_288768Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/18/episodes/episode_20260723T030121_288768Z_000001/synced_data.jsonl,chips_can,medium,fine,18,14.91734266281128,935,1.0,1.0,1.0,1.0,ok
episode_20260723T030141_187478Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/19/episodes/episode_20260723T030141_187478Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/19/episodes/episode_20260723T030141_187478Z_000001/synced_data.jsonl,chips_can,medium,fine,19,13.460189819335938,729,1.0,1.0,1.0,1.0,ok
episode_20260723T030202_038338Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/20/episodes/episode_20260723T030202_038338Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/chips_can/medium/20/episodes/episode_20260723T030202_038338Z_000001/synced_data.jsonl,chips_can,medium,fine,20,14.885497331619263,815,1.0,1.0,1.0,1.0,ok
episode_20260722T062000_252106Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/01/episodes/episode_20260722T062000_252106Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/01/episodes/episode_20260722T062000_252106Z_000001/synced_data.jsonl,foam_brick,high,too_high,01,14.59815001487732,902,1.0,1.0,1.0,1.0,ok
episode_20260722T062053_730750Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/02/episodes/episode_20260722T062053_730750Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/02/episodes/episode_20260722T062053_730750Z_000001/synced_data.jsonl,foam_brick,high,too_high,02,14.980139255523682,862,1.0,1.0,1.0,1.0,ok
episode_20260722T062116_684729Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/03/episodes/episode_20260722T062116_684729Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/03/episodes/episode_20260722T062116_684729Z_000001/synced_data.jsonl,foam_brick,high,too_high,03,14.981633186340332,911,1.0,1.0,1.0,1.0,ok
episode_20260722T062138_074451Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/04/episodes/episode_20260722T062138_074451Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/04/episodes/episode_20260722T062138_074451Z_000001/synced_data.jsonl,foam_brick,high,too_high,04,14.981476306915283,700,1.0,1.0,1.0,1.0,ok
episode_20260722T062159_894777Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/05/episodes/episode_20260722T062159_894777Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/05/episodes/episode_20260722T062159_894777Z_000001/synced_data.jsonl,foam_brick,high,too_high,05,14.981919050216675,832,1.0,1.0,1.0,1.0,ok
episode_20260722T062223_632304Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/06/episodes/episode_20260722T062223_632304Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/06/episodes/episode_20260722T062223_632304Z_000001/synced_data.jsonl,foam_brick,high,too_high,06,14.965785264968872,895,1.0,1.0,1.0,1.0,ok
episode_20260722T062326_376977Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/07/episodes/episode_20260722T062326_376977Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/07/episodes/episode_20260722T062326_376977Z_000001/synced_data.jsonl,foam_brick,high,too_high,07,14.981467485427856,839,1.0,1.0,1.0,1.0,ok
episode_20260722T062351_996051Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/08/episodes/episode_20260722T062351_996051Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/08/episodes/episode_20260722T062351_996051Z_000001/synced_data.jsonl,foam_brick,high,too_high,08,14.981631994247437,762,1.0,1.0,1.0,1.0,ok
episode_20260722T062413_308259Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/09/episodes/episode_20260722T062413_308259Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/09/episodes/episode_20260722T062413_308259Z_000001/synced_data.jsonl,foam_brick,high,too_high,09,14.628276348114014,779,1.0,1.0,1.0,1.0,ok
episode_20260722T062436_379226Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/10/episodes/episode_20260722T062436_379226Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/10/episodes/episode_20260722T062436_379226Z_000001/synced_data.jsonl,foam_brick,high,too_high,10,14.804566621780396,793,1.0,1.0,1.0,1.0,ok
episode_20260722T062459_203563Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/11/episodes/episode_20260722T062459_203563Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/11/episodes/episode_20260722T062459_203563Z_000001/synced_data.jsonl,foam_brick,high,too_high,11,14.981769323348999,848,1.0,1.0,1.0,1.0,ok
episode_20260722T062523_857175Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/12/episodes/episode_20260722T062523_857175Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/12/episodes/episode_20260722T062523_857175Z_000001/synced_data.jsonl,foam_brick,high,too_high,12,14.997036695480347,968,1.0,1.0,1.0,1.0,ok
episode_20260722T062543_758428Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/13/episodes/episode_20260722T062543_758428Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/13/episodes/episode_20260722T062543_758428Z_000001/synced_data.jsonl,foam_brick,high,too_high,13,14.981535196304321,709,1.0,1.0,1.0,1.0,ok
episode_20260722T062603_446349Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/14/episodes/episode_20260722T062603_446349Z_000001,/home/ktakahashi/UMI-gripper-yue/UMI_ws/data_yue/train/foam_brick/high/14/episodes/episode_20260722T062603_446349Z_000001/synced_data.jsonl,foam_brick,high,too_high,14,14.772643804550171,869,1.0,1.0,1.0,1.0,ok
